"Id","Loc","Name","ID","Binomial","Common_name","Citation","SamplingInterval","mo_timestep","ndatapoints","longestrun","propmissing","propzeros","monotonic","Mass_g","MinAge_mo","TaxonomicGroup","Location","Country","Longitude","Latitude","data_rescale_case"
"LP_539","Gran Paradiso NP, NW Italy","Alpine ibex",539,"Capra_ibex","Alpine ibex"," Jacobson, A. R., A. Provenzale, et al. (2004). ""Climate forcing and density dependence in a mountain ungulate population."" Ecology 85: 1598-1610.","annual",12,45,45,0,0,0.564727585387856,77000,26.89,"Mammals","Gran Paradiso NP, NW Italy","Italy",7.56667,45.41667,1
"LP_848","Adams Complex, British Columbia","Sockeye salmon / Red salmon",848,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,44,44,0,0,-0.00479210711768851,1400,24,"Fishes","Adams Complex, British Columbia","Canada",-119.33,50.54,1
"LP_849","Birkenhead River, BC","Sockeye salmon / Red salmon",849,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,44,44,0,0,0.548837209302326,1400,24,"Fishes","Birkenhead River, BC","Canada",-122,50,1
"LP_850","Chilko Lake, British Columbia","Sockeye salmon / Red salmon",850,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,44,44,0,0,0.372233967582805,1400,24,"Fishes","Chilko Lake, British Columbia","Canada",-124.22556,51.15694,1
"LP_851","Chilko River, BC","Sockeye salmon / Red salmon",851,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,44,44,0,0,0.279915433403805,1400,24,"Fishes","Chilko River, BC","Canada",-123.27,52.06,1
"LP_852","Early Stuart Complex, BC","Sockeye salmon / Red salmon",852,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,45,45,0,0,0.306324110671937,1400,24,"Fishes","Early Stuart Complex, BC","Canada",-123.32,53.59,1
"LP_853","Horsefly River, BC","Sockeye salmon / Red salmon",853,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,44,44,0,0,0.544487121096343,1400,24,"Fishes","Horsefly River, BC","Canada",-121.23,52.28,1
"LP_854","Late Stuart Complex, BC","Sockeye salmon / Red salmon",854,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,45,45,0,0,0.299077733860343,1400,24,"Fishes","Late Stuart Complex, BC","Canada",-123.32,53.59,1
"LP_856","Rivers Inlet, BC","Sockeye salmon / Red salmon",856,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,45,45,0,0,0.162678823695343,1400,24,"Fishes","Rivers Inlet, BC","Canada",-127.25,51.28,1
"LP_857","Smith Inlet, BC","Sockeye salmon / Red salmon",857,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,45,45,0,0,0.595180973373134,1400,24,"Fishes","Smith Inlet, BC","Canada",-127.25,51.19,1
"LP_858","Stellako River, BC","Sockeye salmon / Red salmon",858,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,45,45,0,0,0.170223978919631,1400,24,"Fishes","Stellako River, BC","Canada",-124.53,54.03,1
"LP_859","Weaver Creek, BC","Sockeye salmon / Red salmon",859,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,43,43,0,0,0.553609181516158,1400,24,"Fishes","Weaver Creek, BC","Canada",-121.53,49.19,1
"LP_861","Black Lake, Alaska","Sockeye salmon / Red salmon",861,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,44,44,0,0,0.73315716227095,1400,24,"Fishes","Black Lake, Alaska","United States",-159,56.29,1
"LP_862","Egegik River, Alaska","Sockeye salmon / Red salmon",862,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,45,45,0,0,0.597977535816346,1400,24,"Fishes","Egegik River, Alaska","United States",-157.24,58.11,1
"LP_863","Igushik River, Alaska","Sockeye salmon / Red salmon",863,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,44,44,0,0,0.308548876656059,1400,24,"Fishes","Igushik River, Alaska","United States",-158.5,58.4,1
"LP_866","Kvichak River, Alaska","Sockeye salmon / Red salmon",866,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,45,45,0,0,0.359947299077734,1400,24,"Fishes","Kvichak River, Alaska","United States",-157.03,58.52,1
"LP_868","Naknek, Alaska","Sockeye salmon / Red salmon",868,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,45,45,0,0,0.590796798634019,1400,24,"Fishes","Naknek, Alaska","United States",-157,58.4,1
"LP_869","Red River, Alaska","Sockeye salmon / Red salmon",869,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,44,44,0,0,0.76991930514477,1400,24,"Fishes","Red River, Alaska","United States",-154.37,57.16,1
"LP_870","Ugashik River, Alaska","Sockeye salmon / Red salmon",870,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,45,45,0,0,0.527536231884058,1400,24,"Fishes","Ugashik River, Alaska","United States",-157.37,57.3,1
"LP_871","Wood River, Alaska","Sockeye salmon / Red salmon",871,"Oncorhynchus_nerka","Sockeye salmon / Red salmon"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,45,45,0,0,0.492094861660079,1400,24,"Fishes","Wood River, Alaska","United States",-158.3,59.03,1
"LP_885","Michigan Waters of Lake Superior","Lake trout",885,"Salvelinus_namaycush","Lake trout"," Hansen, M. J., J. W. Peck, et al. (1995). ""Lake trout (Salvelinus namaycush) populations in Lake Superior and restoration in 1959-1993."" Journal of Great Lakes Research 21(Supplement 1): 152-175.","annual",12,44,44,0,0,0.5707035331905,32700,78,"Fishes","Michigan Waters of Lake Superior","United States",-87.17472,47.26472,1
"LP_886","Wisconsin Waters of Lake Superior","Lake trout",886,"Salvelinus_namaycush","Lake trout"," Hansen, M. J., J. W. Peck, et al. (1995). ""Lake trout (Salvelinus namaycush) populations in Lake Superior and restoration in 1959-1993."" Journal of Great Lakes Research 21(Supplement 1): 152-175.","annual",12,44,44,0,0,0.428949176076414,32700,78,"Fishes","Wisconsin Waters of Lake Superior","United States",-90.5,47.15417,1
"LP_992","North America","Northern pintail",992,"Anas_acuta","Northern pintail"," Jamieson, L. E. and S. P. Brooks (2004). ""Density dependence in North American ducks."" Animal Biodiversity and Conservation 27(1): 113-128.","annual",12,48,48,0,0,-0.663895544288289,872.3,7.89,"Birds","North America","Canada",-108.44556,47.12944,1
"LP_995","North America","American wigeon",995,"Mareca_americana","American wigeon"," Jamieson, L. E. and S. P. Brooks (2004). ""Density dependence in North American ducks."" Animal Biodiversity and Conservation 27(1): 113-128.","annual",12,46,46,0,0,-0.368690736712409,786,11.97,"Birds","North America","United States",-97.22917,48.99722,1
"LP_999","North America","Northern shoveler",999,"Spatula_clypeata","Northern shoveler"," Jamieson, L. E. and S. P. Brooks (2004). ""Density dependence in North American ducks."" Animal Biodiversity and Conservation 27(1): 113-128.","annual",12,48,48,0,0,0.736107612005048,613,7.89,"Birds","North America","Canada",-108.44556,47.12944,1
"LP_1001","North America","Common teal",1001,"Anas_crecca","Common teal","Jamieson, L. E. and S. P. Brooks (2004). ""Density dependence in North American ducks."" Animal Biodiversity and Conservation 27(1): 113-128.","annual",12,48,48,0,0,0.585055715208613,343.8,8.93,"Birds","North America","Canada",-109.94056,56.72194,1
"LP_1007","North America","Blue-winged teal",1007,"Spatula_discors","Blue-winged teal"," Jamieson, L. E. and S. P. Brooks (2004). ""Density dependence in North American ducks."" Animal Biodiversity and Conservation 27(1): 113-128.","annual",12,48,48,0,0,0.156499414244452,398.5,9.92,"Birds","North America","Canada",-106.91889,49.015,1
"LP_1014","North America","Mallard",1014,"Anas_platyrhynchos","Mallard"," Jamieson, L. E. and S. P. Brooks (2004). ""Density dependence in North American ducks."" Animal Biodiversity and Conservation 27(1): 113-128.","annual",12,48,48,0,0,-0.136771267660631,1121,12,"Birds","North America","Canada",-106.91889,49.015,1
"LP_1019","North America","Gadwall",1019,"Mareca_strepera","Gadwall"," Jamieson, L. E. and S. P. Brooks (2004). ""Density dependence in North American ducks."" Animal Biodiversity and Conservation 27(1): 113-128.","annual",12,48,48,0,0,0.812485652301122,850,7.89,"Birds","North America","United States",-108.44556,47.12944,1
"LP_1024","North America","Redhead",1024,"Aythya_americana","Redhead"," Jamieson, L. E. and S. P. Brooks (2004). ""Density dependence in North American ducks."" Animal Biodiversity and Conservation 27(1): 113-128.","annual",12,48,48,0,0,0.375359147647471,1056.3,12,"Birds","North America","Canada",-106.91889,49.015,1
"LP_1029","North America","Canvasback",1029,"Aythya_valisineria","Canvasback"," Jamieson, L. E. and S. P. Brooks (2004). ""Density dependence in North American ducks."" Animal Biodiversity and Conservation 27(1): 113-128.","annual",12,48,48,0,0,-0.0255692547549142,1218.7,9.92,"Birds","North America","United States",-106.91889,49.015,1
"LP_1438","NAFO 4X","Atlantic cod / Cod",1438,"Gadus_morhua","Atlantic cod / Cod","Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,45,45,0,0,-0.294900516461915,15540.1,48,"Fishes","NAFO 4X","Canada",-65.3,43,1
"LP_1933","Tipperne","Northern lapwing",1933,"Vanellus_vanellus","Northern lapwing"," Thorup, O. (1998). ""Ynglefuglene pa Tipperne 1928-1992."" Dansk Ornitologisk Forenings Tidsskrift 92: 1-192.","annual",12,41,41,0,0,0.376245832923975,218,23.95,"Birds","Tipperne","Denmark",8.23333,55.88333,1
"LP_1965","Farne Islands","Grey seal",1965,"Halichoerus_grypus","Grey seal"," Duck, C. (2002). Annex II - Pup Production in the British Grey Seal Population. UK Special Committee on Seals, Scientific Advice on Matters Related to the Management of Seal Populations.","annual",12,46,46,0,0,-0.207228321598027,197570,49.29,"Mammals","Farne Islands","United Kingdom",1.61694,55.63306,1
"LP_2048","Northern Strait of Georgia","Pacific herring",2048,"Clupea_pallasii","Pacific herring","Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,41,41,0,0,0.631358885017422,965.5,44.4,"Fishes","Northern Strait of Georgia","Canada",-124,49.5,1
"LP_2077","Hauraki gulf/Bay of Plenty, New Zealand","Silver seabream",2077,"Chrysophrys_auratus","Silver seabream"," Myers, R. Ransom Myers' Stock Recruitment Database.","annual",12,47,47,0,0,-0.757827180797147,20000,NA,"Fishes","Hauraki gulf/Bay of Plenty, New Zealand","New Zealand",170,-36,1
"LP_2078","New Zealand SNA 8","Silver seabream",2078,"Chrysophrys_auratus","Silver seabream","RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.","annual",12,56,56,0,0,-0.93444976076555,20000,NA,"Fishes","New Zealand SNA 8","New Zealand",173.5,-37,1
"LP_2079","Hecate Strait (Area DC/5)","English sole",2079,"Parophrys_vetulus","English sole","RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.","annual",12,52,52,0,0,0.623295127247057,1202.2,36,"Fishes","Hecate Strait (Area DC/5)","Canada",-130.5,52.5,1
"LP_2092","Pacific coast of Japan","Chub mackerel",2092,"Scomber_japonicus","Chub mackerel","RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.","annual",12,49,49,0,0,-0.372203372656129,2900,24,"Fishes","Pacific coast of Japan","Japan",142,36,1
"LP_3265","Pacific Flyway","Canada goose",3265,"Branta_canadensis","Canada goose"," Hupp, J., R. Stehn, et al. (1995). ""Arctic Nesting Geese: Alaskan Populations."" Our Living Resources: A report to the nation on the distribution, abundance, and health of U.S. plants, animals, and ecosystems. from http://biology.usgs.gov/s+t/noframe/b011.htm ","annual",12,41,41,0,0,0.00445182541179482,3984.5,24,"Birds","Pacific Flyway","United States",-122.08028,42.06833,1
"LP_4504","British Columbia coast","Sablefish",4504,"Anoplopoma_fimbria","Sablefish","RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.","annual",12,46,46,0,0,-0.967930928152945,NA,63.6,"Fishes","British Columbia coast","Canada",-131.17,53.499444,1
"LP_4505","NAFO divisions 4X5Y, Southern Scotian Sh","Haddock",4505,"Melanogrammus_aeglefinus","Haddock","RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.","annual",12,41,41,0,0,-0.59006968641115,4438.5,36.16,"Fishes","NAFO divisions 4X5Y, Southern Scotian Shelf and Bay of Fundy","Canada",-67,43,1
"LP_4637","South Umpqua River, Oregon","Chinook salmon",4637,"Oncorhynchus_tshawytscha","Chinook salmon"," Ratner, S., Lande R. and Roper, B. (1997). ""Population Viability Analysis of Spring Chinook Salmon in the South Umpqua River, Oregon."" Conservation Biology 11(4): 879-889.","annual",12,46,46,0,0,-0.246040971787738,61400,48.8,"Fishes","South Umpqua River, Oregon","United States",-123.445,43.26806,1
"LP_4641","North Sea","Atlantic herring",4641,"Clupea_harengus","Atlantic herring","RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.","annual",12,52,52,0,0,0.27960385896013,1100,38.4,"Fishes","North Sea","United Kingdom",2.86417,55.63472,1
"LP_4651","Britain","Pink-footed goose",4651,"Anser_brachyrhynchus","Pink-footed goose"," Frederiksen, M., R. D. Hearn, et al. (2004). ""The dynamics of hunted Icelandic goose populations: a reassessment of the evidence."" Journal of Applied Ecology. 41: 315-334.","annual",12,41,41,0,0,0.953604901732935,2707.5,36,"Birds","Britain","United Kingdom",-1.86806,57.59361,1
"LP_4809","Isle Royale National Park, USA","Grey wolf / Gray wolf",4809,"Canis_lupus","Grey wolf / Gray wolf"," Vucetich, J. A. and R. O. Peterson (2004). ""The influence of prey consumption and demographic stochasticity on population growth rate of Isle Royale wolves Canis lupus."" Oikos 107: 309-320.","annual",12,45,45,0,0,-0.338011427504019,29190.8,22.02,"Mammals","Isle Royale National Park, USA","United States",-88.83333,48.00056,1
"LP_4926","Gombe National Park, Kigoma Region, nort","Chimpanzee",4926,"Pan_troglodytes","Chimpanzee"," Pusey, A. E., L. Pintea, et al. (2007). ""The Contribution to Long-Term Research at Gombe National Park to Chimpanzee Conservation."" Conservation Biology 21(3): 623-634.","annual",12,43,43,0,0,-0.796704370129219,44983.5,119.57,"Mammals","Gombe National Park, Kigoma Region, northwestern Tanzania","Tanzania, United Republic Of",29.62139,-4.70528,1
"LP_5425","Cape Royds, Ross Island, in the southwes","Adelie penguin",5425,"Pygoscelis_adeliae","Adelie penguin","Wilson, P. R., D. G. Ainley, et al. (2001). ""Adélie penguin population change in the pacific sector of Antarctica: relation to sea-ice extent and the Antarctic Circumpolar Current."" Marine Ecology Progress Series. 213: 301–309. | Landcare Research (2015). Adélie census data. http://www.landcareresearch.co.nz/resources/data/adelie-census-data.","annual",12,52,45,0.0545454545454545,0,0.639894572236689,4850,44.93,"Birds","Cape Royds, Ross Island, in the southwestern Ross Sea","Antarctica",166.18333,-77.56667,1
"LP_5746","Fishing Branch River, Porcupine River dr","Chum salmon",5746,"Oncorhynchus_keta","Chum salmon"," JTC (2007). Yukon River salmon 2006 season summary and 2007 season outlook. Regional Information Report No. 3A07-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage.| JTC (2009). Yukon River salmon 2008 season summary and 2007 season outlook. Regional Information Report No. 3A09-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage. | JTC (Joint Technical Committee of the Yukon River U.S./Canada Panel) (2020). Yukon River salmon 2019 season summary and 2020 season outlook. Regional Information Report 3A20-01. Anchorage, Alaska, Alaska Department of Fish and Game, Division of Commercial Fisheries.","annual",12,48,48,0,0,-0.506079027355623,15900,39,"Fishes","Fishing Branch River, Porcupine River drainage","Canada",-140.60139,67.46583,1
"LP_5749","Delta River, Tanana River drainage, Alas","Chum salmon",5749,"Oncorhynchus_keta","Chum salmon"," JTC (2007). Yukon River salmon 2006 season summary and 2007 season outlook. Regional Information Report No. 3A07-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage.| JTC (2011). Yukon River Salmon 2010 Season Summary and 2011 Season Outlook. Regional Information Report. T. U. S. a. C. Y. R. J. T. Committee, Alaska Department of Fish and Game. No. 3A11-01: 220. | JTC (Joint Technical Committee of the Yukon River U.S./Canada Panel) (2020). Yukon River salmon 2019 season summary and 2020 season outlook. Regional Information Report 3A20-01. Anchorage, Alaska, Alaska Department of Fish and Game, Division of Commercial Fisheries.","annual",12,48,48,0,0,0.634407143284627,15900,39,"Fishes","Delta River, Tanana River drainage, Alaska","United States",-145.97222,63.17278,1
"LP_5765","Delta Clearwater River, Upper Tanana riv","Coho salmon",5765,"Oncorhynchus_kisutch","Coho salmon"," JTC (2007). Yukon River salmon 2006 season summary and 2007 season outlook. Regional Information Report No. 3A07-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage.| JTC (2009). Yukon River salmon 2008 season summary and 2007 season outlook. Regional Information Report No. 3A09-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage. | JTC (Joint Technical Committee of the Yukon River U.S./Canada Panel) (2020). Yukon River salmon 2019 season summary and 2020 season outlook. Regional Information Report 3A20-01. Anchorage, Alaska, Alaska Department of Fish and Game, Division of Commercial Fisheries.","annual",12,48,48,0,0,0.24880590534086,15200,36,"Fishes","Delta Clearwater River, Upper Tanana river drainage, Yukon, Alaska","United States",-146.02806,63.1825,1
"LP_5781","Anvik River, Yukon river drainage, Alask","Chum salmon",5781,"Oncorhynchus_keta","Chum salmon"," JTC (2007). Yukon River salmon 2006 season summary and 2007 season outlook. Regional Information Report No. 3A07-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage.| JTC (2009). Yukon River salmon 2008 season summary and 2007 season outlook. Regional Information Report No. 3A09-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage. | JTC (Joint Technical Committee of the Yukon River U.S./Canada Panel) (2020). Yukon River salmon 2019 season summary and 2020 season outlook. Regional Information Report 3A20-01. Anchorage, Alaska, Alaska Department of Fish and Game, Division of Commercial Fisheries.","annual",12,41,41,0,0,-0.434668989547038,15900,39,"Fishes","Anvik River, Yukon river drainage, Alaska","United States",-160.48139,63.38444,1
"LP_5808","Whitehorse fishway Rapids, Yukon","Chinook salmon",5808,"Oncorhynchus_tshawytscha","Chinook salmon"," JTC (2007). Yukon River salmon 2006 season summary and 2007 season outlook. Regional Information Report No. 3A07-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage.| JTC (2009). Yukon River salmon 2008 season summary and 2007 season outlook. Regional Information Report No. 3A09-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage.","annual",12,49,49,0,0,0.372917676592687,61400,48.8,"Fishes","Whitehorse fishway Rapids, Yukon","Canada",-135.02889,60.66194,1
"LP_5831","Kilpisjarvi area, Lappi","Grey-sided vole / Grey red-backed vole",5831,"Myodes_rufocanus","Grey-sided vole / Grey red-backed vole"," Falck, W., Bjørnstad, et al. (1995). ""Voles and lemmings: chaos and uncertainty in fluctuating populations."" Proceedings of the Royal Society B: Biological Sciences. 262: 363-370.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","annual",12,45,45,0,0.2,0.0232123838522703,27.5,2.82,"Mammals","Kilpisjarvi area, Lappi","Finland",21,69,2
"LP_5934","Eastern Bering sea","Alaska pollock / Walleye pollock",5934,"Gadus_chalcogrammus","Alaska pollock / Walleye pollock","RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.","annual",12,55,55,0,0,0.584920634920635,7338.1,48,"Fishes","Eastern Bering sea","United States",-170.99778,58.13722,1
"LP_6828","Croatia","Eurasian spoonbill",6828,"Platalea_leucorodia","Eurasian spoonbill"," Schneider-Jacoby, M., T. Mikuska, et al. (2001). ""Dispersal by accident - the spoonbill Platalea leucorodia population in Croatia."" Acrocephalus (Ljubljana) 22(109): 191-206.","annual",12,51,51,0,0.215686274509804,0.831138461107229,1868,36,"Birds","Croatia","Croatia",16,44,2
"LP_7375","Camargue","Cattle egret",7375,"Bubulcus_ibis","Cattle egret"," Kayser, Y., C. Girard, et al. (2003). ""COMPTE-RENDU ORNITHOLOGIQUE CAMARGUAIS POUR LES ANNÉES 1995-2000."" Rev. Écol. (Terre Vie) 58: 5-76.| Kayser, Y., M. Gauthier-Clerc, et al. (2008). ""COMPTE RENDU ORNITHOLOGIQUE CAMARGUAIS POUR LES ANNÉES 2001-2006."" Rev. Écol. (Terre Vie) 63: 299-349.| Blondel, J. and P. Isenmann (1981). Guide des oiseaux de Camargue. Guide des oiseaux de Camargue., Delachaux & Niestle, Neuchatel, Paris: 1-344.","annual",12,55,53,0.0350877192982456,0.228070175438596,0.953506195290615,372,20.96,"Birds","Camargue","France",4.56667,43.56667,2
"LP_7838","Dordogne (fishing zones 10-13), Garonne ","Sea lamprey",7838,"Petromyzon_marinus","Sea lamprey"," Beaulaton, L., C. Tavernyb, et al. (2008). ""Fishing, abundance and life history traits of the anadromous sea lamprey (Petromyzon marinus) in Europe."" Fisheries Research 92: 90-101.","annual",12,55,40,0.0178571428571429,0,-0.12179371558126,2500,84,"Fishes","Dordogne (fishing zones 10-13), Garonne Basin, France","France",-0.253435,44.917212,1
"LP_8011","Kharlov, Murman coast, North-West Russia","Black-legged kittiwake",8011,"Rissa_tridactyla","Black-legged kittiwake"," Krasnov, Y. V., R. T. Barrett, et al. (2007). ""Status of black-legged kittiwakes (Rissa tridactyla), common guillemots (Uria aalge) and Brünnich’s guillemots (U. lomvia) in Murman, north-west Russia, and Varanger, north-east Norway."" Polar Research 26: 113-117.","annual",12,42,42,0,0,0.753016482267686,407.8,54.02,"Birds","Kharlov, Murman coast, North-West Russia","Russian Federation",37.33639,68.81361,1
"LP_8564","Mt Gardner, Australia","Noisy scrub-bird",8564,"Atrichornis_clamosus","Noisy scrub-bird","Olsen, P. (2008). The State of Australia's Birds 2008. Wingspan (supplement), Birds Australia. 18: 1-40.","annual",12,42,42,0,0,0.851875860951301,41.5,23.9,"Birds","Mt Gardner, Australia","Australia",118.18639,-34.99944,1
"LP_8589","Northern stock","Silver hake / Whiting",8589,"Merluccius_bilinearis","Silver hake / Whiting"," Col, L. and M. Traver (2006). Silver Hake. Status of Fishery Resources off the Northeastern US for 2006, National Marine Fisheries Service.","annual",12,43,43,0,0,0.401948200194508,3385.8,19.8,"Fishes","Northern stock","United States",-67.1,42.31667,1
"LP_8590","Southern stock","Silver hake / Whiting",8590,"Merluccius_bilinearis","Silver hake / Whiting"," Col, L. and M. Traver (2006). Silver Hake. Status of Fishery Resources off the Northeastern US for 2006, National Marine Fisheries Service.","annual",12,43,43,0,0,-0.597372198335291,3385.8,19.8,"Fishes","Southern stock","United States",-73.91667,38.71667,1
"LP_8603","Gulf of Maine, southern stock","American angler",8603,"Lophius_americanus","American angler"," Richards, A. (2006). Goosefish. Status of Fishery Resources off the Northeastern US for 2006. R. Mayo, F. Serchuk and E. HOlmes, National Marine Fisheries Service.","annual",12,42,42,0,0,-0.682199445860574,17642,64.4,"Fishes","Gulf of Maine, southern stock","United States",-73.91667,38.71667,1
"LP_8610","Northern stock: the Gulf of Maine to Nor","Red hake",8610,"Urophycis_chuss","Red hake"," Traver, M. and L. Col (2006). Red Hake. Status of Fishery Resources off the Northeastern US. R. Mayo, F. Serchuk and E. HOlmes, National Marine Fisheries Service.","annual",12,43,43,0,0,0.55829054666264,3600,20.1,"Fishes","Northern stock: the Gulf of Maine to Northern Georges Bank region","United States",-68.7,42.91667,1
